flight_id,event_time,longitude,latitude,altitude,speed,on_ground,vert_speed
e53115b,2017-08-02T14:23:43Z,-0.15402,51.47827,3525,155,0,-832
e528944,2017-08-02T12:19:13Z,13.3672,46.1518,39975,464,0,0
e525890,2017-08-02T12:56:40Z,2.66477,49.17308,38000,449,0,0
e528944,2017-08-02T12:57:02Z,6.7338,47.82193,39975,449,0,-64
e52cd13,2017-08-02T12:14:37Z,14.31386,49.7453,36000,422,0,0
e52dabc,2017-08-02T12:15:05Z,8.20643,50.06726,35975,412,0,0
e52d169,2017-08-02T13:56:27Z,0.2752,51.65143,9950,230,0,-64
e52d678,2017-08-02T12:19:56Z,6.01383,47.77652,34000,444,0,0
e51e2e8,2017-08-02T12:19:58Z,-5.24256,54.43814,37000,470,0,0
e52e883,2017-08-02T12:57:26Z,4.11072,47.51304,38000,415,0,0
e52dabc,2017-08-02T12:57:21Z,1.71306,51.73874,25200,320,0,-1216
e52cda9,2017-08-02T12:57:52Z,-1.12298,50.87558,14775,350,0,-2048
e52d7eb,2017-08-02T12:57:53Z,-2.01078,48.17932,34025,453,0,0
e52d7eb,2017-08-02T12:35:29Z,-2.5154,45.45734,33975,432,0,0
e52fe46,2017-08-02T12:35:49Z,-6.24995,53.42732,0,0,1,0
e52e18c,2017-08-02T12:35:48Z,7.96598,53.74218,38000,348,0,64
e530374,2017-08-02T13:52:49Z,0.09132,51.64449,9000,220,0,64
e52fe46,2017-08-02T13:53:08Z,-0.75912,51.72309,9000,273,0,-64
e53115b,2017-08-02T14:26:04Z,-0.31556,51.47796,1575,153,0,-1024
e52dabc,2017-08-02T12:21:36Z,7.13621,50.33684,36000,393,0,0
e52d631,2017-08-02T12:22:06Z,9.85733,49.70192,31975,436,0,0
e5259c3,2017-08-02T12:22:24Z,15.15064,48.15872,40000,452,0,0
e525890,2017-08-02T12:36:13Z,4.11995,46.748,38000,467,0,0
e52d169,2017-08-02T12:36:13Z,9.79107,48.14406,33975,437,0,-64
e52cd13,2017-08-02T12:59:05Z,6.80122,51.17968,35950,382,0,0
e52d678,2017-08-02T12:59:25Z,0.94598,50.75451,21225,329,0,-1408
e525890,2017-08-02T12:59:50Z,2.38448,49.52542,38000,449,0,-64
e51d2a1,2017-08-02T12:17:26Z,7.3267,53.54962,39975,415,0,-64
e52b165,2017-08-02T12:32:14Z,-4.23308,55.96817,35050,412,0,0
e52c43d,2017-08-02T12:36:24Z,4.91319,50.75846,37950,385,0,64
e52f773,2017-08-02T13:59:04Z,0.0392,51.3924,11000,293,0,-192
e52d169,2017-08-02T13:59:16Z,8e-5,51.64595,9000,224,0,0
e52f773,2017-08-02T12:37:06Z,9.25834,45.49609,2225,207,0,640
e52f7fd,2017-08-02T13:01:01Z,-1.16553,52.04498,15800,340,0,-1472
e52db9b,2017-08-02T13:01:12Z,3.17676,53.20796,34000,346,0,0
e52ed5a,2017-08-02T13:54:58Z,0.14923,51.1246,13150,270,0,-1216
e529378,2017-08-02T12:18:53Z,10.17957,49.57,36000,444,0,0
e5259c3,2017-08-02T12:19:12Z,15.70827,48.00724,40000,454,0,0
e52dabc,2017-08-02T12:33:46Z,5.24798,50.85797,36000,382,0,128
e52d207,2017-08-02T13:01:45Z,0.79369,51.57504,15000,258,0,0
e520a5c,2017-08-02T13:55:36Z,-0.25008,51.27319,9150,227,0,-896
e53115b,2017-08-02T13:55:36Z,-0.75378,51.86897,13000,277,0,0
e52f773,2017-08-02T14:00:56Z,0.22485,51.35326,10025,223,0,0
e52d678,2017-08-02T12:33:58Z,4.02918,48.75659,33975,420,0,-64
e52d207,2017-08-02T12:34:10Z,4.83785,51.181,34000,379,0,-64
e52e883,2017-08-02T12:34:10Z,6.07583,44.9736,35025,475,0,576
e52db9b,2017-08-02T12:34:08Z,4.59895,55.8045,38000,425,0,64
e5259c3,2017-08-02T13:56:27Z,0.11536,51.64082,13000,213,0,64
e52d631,2017-08-02T12:20:48Z,10.08546,49.64349,31975,435,0,0
e52db9b,2017-08-02T12:38:45Z,4.50796,55.26458,38050,417,0,0
e52eb64,2017-08-02T13:56:48Z,-0.35407,51.3407,12250,313,0,-896
e530374,2017-08-02T13:57:10Z,-0.14526,51.58239,7050,252,0,-1152
e53115b,2017-08-02T13:57:12Z,-0.62209,51.7774,11825,278,0,-1024
e528944,2017-08-02T12:21:40Z,12.92635,46.24444,39975,475,0,0
e52eb64,2017-08-02T14:01:51Z,-0.45684,51.32553,10000,271,0,0
e52f449,2017-08-02T12:39:28Z,7.3408,49.94739,26475,421,0,1920
e525890,2017-08-02T13:04:22Z,1.97918,50.02513,38000,448,0,-64
e529378,2017-08-02T13:04:34Z,2.37618,51.5743,33850,417,0,-1024
e52e883,2017-08-02T13:04:34Z,3.52028,48.24839,38000,424,0,0
e52eb64,2017-08-02T12:22:22Z,2.18416,41.28383,2775,202,0,2240
e51e2e8,2017-08-02T13:04:46Z,-0.68352,51.83434,10000,217,0,0
e52c43d,2017-08-02T13:05:04Z,0.92894,51.7023,17000,246,0,-64
e51fdbe,2017-08-02T13:05:04Z,-7.48076,51.73052,35475,568,0,-1216
e52d631,2017-08-02T13:05:04Z,2.51468,51.5424,31100,389,0,-1152
e52b165,2017-08-02T13:05:06Z,-1.92849,52.66934,29450,391,0,-1984
e52e883,2017-08-02T13:58:20Z,-0.47174,51.48108,0,27,1,0
e52d169,2017-08-02T13:58:31Z,0.07332,51.64491,9000,217,0,0
e528944,2017-08-02T13:58:47Z,0.06875,51.3251,7975,221,0,-64
e531671,2017-08-02T13:59:05Z,-0.42336,51.465,325,144,0,-640
e520a5c,2017-08-02T14:03:52Z,-0.38597,51.24276,9025,242,0,0
e52cda9,2017-08-02T12:36:54Z,-2.04577,48.26454,40000,498,0,0
e52eb64,2017-08-02T13:06:41Z,-0.56687,45.89448,34025,439,0,-64
e52d631,2017-08-02T12:33:58Z,7.78316,50.20629,32000,430,0,0
e52d169,2017-08-02T14:04:36Z,-0.2725,51.59697,7200,275,0,-832
e53115b,2017-08-02T14:04:35Z,-0.5188,51.70671,10000,247,0,64
e52b165,2017-08-02T12:42:16Z,-3.4842,54.9278,35025,398,0,64
e52d678,2017-08-02T12:34:25Z,3.97437,48.79382,34000,418,0,0
e52dabc,2017-08-02T12:34:26Z,5.14902,50.8842,36050,383,0,64
e529378,2017-08-02T12:38:04Z,6.83826,50.43255,36000,426,0,0
e51e2e8,2017-08-02T12:43:02Z,-1.7593,52.44384,24675,376,0,-1344
e52d7eb,2017-08-02T13:07:48Z,-1.76486,49.4085,33025,461,0,64
e52f7fd,2017-08-02T12:34:57Z,-4.73656,53.98756,27675,407,0,1408
e52db9b,2017-08-02T12:34:56Z,4.58281,55.7097,38000,427,0,0
e52fe46,2017-08-02T12:38:29Z,-6.24996,53.42733,0,0,1,0
e530374,2017-08-02T13:08:44Z,5.01702,50.95246,30575,430,0,1856
e52d7eb,2017-08-02T12:39:28Z,-2.43051,45.93366,34000,436,0,0
e52d310,2017-08-02T12:44:45Z,3.44898,53.52674,40000,377,0,0
e520a5c,2017-08-02T13:09:05Z,-9.30068,51.59786,39075,559,0,0
e531347,2017-08-02T13:09:13Z,3.61142,52.083,24000,300,0,0
e5259c3,2017-08-02T13:09:48Z,7.13468,50.34179,40000,422,0,64
e5259c3,2017-08-02T14:03:36Z,0.03928,51.64582,10000,222,0,-128
e530374,2017-08-02T14:08:25Z,-0.41488,51.47772,425,136,0,-768
e52d207,2017-08-02T12:41:30Z,3.66171,51.39958,34000,378,0,0
e51fdbe,2017-08-02T12:45:28Z,-12.30011,51.31962,39000,560,0,0
e52d7eb,2017-08-02T12:45:37Z,-2.29526,46.67862,34000,444,0,-64
e52f7fd,2017-08-02T12:45:41Z,-2.8331,53.29916,32975,431,0,0
e52d207,2017-08-02T13:10:09Z,0.19959,51.5566,12525,305,0,-960
e52f773,2017-08-02T14:04:06Z,0.02029,51.3393,10000,232,0,0
e52e1fc,2017-08-02T12:37:05Z,7.22464,47.53948,34025,439,0,0
e51e2e8,2017-08-02T12:37:29Z,-2.4257,52.90728,34375,405,0,-1920
e5259c3,2017-08-02T14:09:16Z,-0.08986,51.58911,6925,271,0,-896
e530d45,2017-08-02T14:09:16Z,-0.21865,51.47816,2700,159,0,-768
e52e18c,2017-08-02T12:46:24Z,6.55477,53.22868,38025,329,0,64
e51fdbe,2017-08-02T14:04:35Z,-0.30412,51.47804,1725,152,0,-896
e52eb64,2017-08-02T14:04:55Z,-0.26786,51.25095,10000,213,0,64
e52d207,2017-08-02T12:37:45Z,4.26612,51.28909,34000,380,0,0
e52d169,2017-08-02T12:42:44Z,8.94139,48.6898,33975,432,0,-64
e51fdbe,2017-08-02T12:54:46Z,-10.03028,51.53742,39000,558,0,0
e51d2a1,2017-08-02T12:38:12Z,4.02782,52.28114,39975,403,0,0
e530374,2017-08-02T14:10:35Z,-0.47376,51.47583,0,23,1,0
e52cd13,2017-08-02T12:43:01Z,9.47639,50.68334,36025,392,0,-64
e51e2e8,2017-08-02T12:55:32Z,-0.46016,51.73637,11000,296,0,0
e520a5c,2017-08-02T12:55:33Z,-12.64747,51.2826,39075,562,0,-64
e51d2a1,2017-08-02T13:12:51Z,0.15226,51.64605,8975,212,0,0
e52eb64,2017-08-02T12:38:46Z,1.01124,42.64266,30000,508,0,0
e52d631,2017-08-02T12:38:59Z,6.91315,50.41196,32000,428,0,0
e52d207,2017-08-02T12:39:27Z,3.99277,51.3394,34000,375,0,64
e52b165,2017-08-02T12:56:01Z,-2.59387,53.53712,35000,386,0,64
e52cda9,2017-08-02T12:56:22Z,-1.25328,50.75265,16950,361,0,-1280
e52d310,2017-08-02T13:12:54Z,0.87899,51.69842,17350,299,0,-1024
e52d992,2017-08-02T12:40:10Z,6.78912,50.60724,34000,394,0,0
e51e2e8,2017-08-02T12:40:32Z,-2.04063,52.65882,28975,400,0,-1984
e528944,2017-08-02T14:11:56Z,-0.19858,51.47827,3000,151,0,-832
e52cd13,2017-08-02T14:12:02Z,-0.46142,51.47752,0,34,1,0
e52d207,2017-08-02T12:44:16Z,3.21671,51.47864,34000,381,0,0
e52db9b,2017-08-02T12:44:18Z,4.39944,54.636,38000,393,0,0
e528944,2017-08-02T12:44:32Z,8.84818,47.17113,40000,455,0,-64
e529378,2017-08-02T12:57:25Z,3.60738,51.2818,36000,408,0,0
e52cda9,2017-08-02T13:13:45Z,-0.42206,51.33455,9075,263,0,-960
e52fe46,2017-08-02T13:13:44Z,-4.32449,53.44044,27000,508,0,0
e52d7eb,2017-08-02T13:14:01Z,-1.67608,50.1821,25175,417,0,-1600
e52d992,2017-08-02T12:40:53Z,6.67166,50.62381,34000,395,0,64
e52b165,2017-08-02T12:44:58Z,-3.29016,54.65406,34975,397,0,0
e52dabc,2017-08-02T12:44:56Z,3.54688,51.2993,36000,373,0,0
e52f7fd,2017-08-02T12:45:29Z,-2.86327,53.31436,32975,432,0,0
e52d631,2017-08-02T12:58:22Z,3.65066,51.27123,32000,411,0,0
e52f7fd,2017-08-02T13:23:35Z,-0.08118,51.5777,6575,235,0,-128
e52d207,2017-08-02T13:23:51Z,0.02844,51.47636,5525,167,0,-1152
e52d631,2017-08-02T12:41:26Z,6.49971,50.52754,32000,431,0,0
e51e2e8,2017-08-02T12:41:41Z,-1.90996,52.55938,26750,398,0,-1920
e52eb64,2017-08-02T12:41:40Z,0.96779,43.03694,31950,471,0,1088
e52ed5a,2017-08-02T14:13:16Z,-0.18052,51.38622,7225,235,0,-832
e5259c3,2017-08-02T12:46:09Z,11.17477,49.3187,40000,432,0,0
e52eb64,2017-08-02T12:59:04Z,0.0392,45.08798,34000,441,0,0
e51d2a1,2017-08-02T13:24:47Z,-0.17456,51.46546,3250,134,0,-704
e52d631,2017-08-02T12:41:53Z,6.41964,50.54974,31975,429,0,0
e51e68c,2017-08-02T13:25:14Z,-0.46264,51.33642,8000,282,0,0
e52eb64,2017-08-02T14:09:32Z,-0.40158,51.45864,8000,293,0,0
e51e2e8,2017-08-02T12:42:17Z,-1.84216,52.50753,25600,396,0,-1728
e52cd13,2017-08-02T12:42:45Z,9.51089,50.6765,36025,397,0,0
e52d207,2017-08-02T13:00:33Z,0.93133,51.57038,15025,251,0,0
e530374,2017-08-02T13:00:32Z,6.19171,51.15886,17850,377,0,3520
e52e883,2017-08-02T13:25:26Z,1.62599,50.31858,34800,412,0,-1344
e52f449,2017-08-02T13:25:30Z,0.54814,51.67558,14975,235,0,0
e52c43d,2017-08-02T13:25:40Z,-0.11413,51.63394,8000,209,0,0
e52eb64,2017-08-02T14:10:21Z,-0.31448,51.44306,7550,239,0,-1536
e52cda9,2017-08-02T12:55:34Z,-1.32252,50.68689,17925,373,0,-768
e52f449,2017-08-02T12:55:34Z,4.84957,50.83448,36025,391,0,0
e52e18c,2017-08-02T12:44:05Z,6.85712,53.33693,37950,326,0,64
e51ab21,2017-08-02T12:44:02Z,8.1214,53.80824,38000,398,0,64
e52d678,2017-08-02T12:56:00Z,1.30925,50.52686,26075,356,0,-1728
e52cda9,2017-08-02T13:02:08Z,-0.71738,51.15412,12725,312,0,-512
e52e883,2017-08-02T13:02:10Z,3.72204,47.9989,38000,421,0,0
e531347,2017-08-02T13:26:46Z,1.32632,51.67975,21000,308,0,0
e52f449,2017-08-02T12:44:34Z,6.52084,50.24886,32400,430,0,960
e520a5c,2017-08-02T13:27:28Z,-4.95033,51.70176,33025,464,0,64
e52c43d,2017-08-02T13:27:35Z,0.02295,51.56662,6075,239,0,-832
e52e18c,2017-08-02T13:27:39Z,0.96688,51.71772,15950,303,0,-64
e51d2a1,2017-08-02T12:45:28Z,2.91412,51.89643,35975,356,0,-1856
e51ab21,2017-08-02T13:04:01Z,5.07096,52.69099,38000,390,0,0
e52f449,2017-08-02T13:04:22Z,3.53416,51.23885,36000,386,0,0
e51fdbe,2017-08-02T13:28:12Z,-2.74117,51.510980000000004,22450,398,0,-960
e53115b,2017-08-02T13:28:10Z,-4.74731,53.46236,28750,465,0,1024
e52d631,2017-08-02T13:28:30Z,0.2211,51.65093,11275,234,0,-576
e51e68c,2017-08-02T13:28:46Z,-0.12253,51.3764,6175,229,0,-576
e52fe46,2017-08-02T12:46:08Z,-6.25162,53.4227,0,0,1,0
e525890,2017-08-02T13:04:49Z,1.9388,50.07416,38000,448,0,0
e52eb64,2017-08-02T14:14:38Z,0.06956,51.44,4975,228,0,-448
e52d992,2017-08-02T12:54:30Z,4.50321,51.10922,34000,381,0,128
e52d7eb,2017-08-02T12:59:45Z,-1.96554,48.40944,33125,448,0,-768
e52ed5a,2017-08-02T12:59:48Z,5.21838,46.10534,36000,451,0,0
e531347,2017-08-02T13:00:08Z,4.69828,52.27355,1986,151,0,768
e52fe46,2017-08-02T13:29:51Z,-1.8026,52.53818,26075,372,0,-1792
e52ed5a,2017-08-02T14:14:56Z,-0.00534,51.39782,6375,227,0,-320
e51ab21,2017-08-02T12:55:12Z,6.39752,53.19347,38000,382,0,0
e52f773,2017-08-02T14:27:03Z,-0.46147,51.47726,275,147,0,-640
e530d45,2017-08-02T13:01:01Z,-6.24819,53.42118,0,0,1,0
e529378,2017-08-02T13:02:10Z,2.79313,51.4771,36000,415,0,0
e529378,2017-08-02T13:06:53Z,2.01425,51.65706,30200,353,0,-2240
e52d310,2017-08-02T13:06:53Z,1.67564,51.78044,24400,305,0,-1344
e52fe46,2017-08-02T13:31:15Z,-1.67793,52.4187,23775,356,0,-1856
e51ab21,2017-08-02T12:56:42Z,6.17441,53.1109,38000,386,0,0
e52d678,2017-08-02T13:02:10Z,0.65525,50.90652,17425,296,0,-1472
e52ed5a,2017-08-02T13:31:34Z,2.46348,49.36264,38000,416,0,0
e520a5c,2017-08-02T12:57:19Z,-12.2142,51.32891,39050,563,0,0
e52f773,2017-08-02T12:57:52Z,7.83525,47.37562,36000,435,0,128
e52b165,2017-08-02T13:02:54Z,-2.13621,52.86942,32525,383,0,-960
e525890,2017-08-02T13:03:46Z,2.03425,49.95782,38000,447,0,0
e52ed5a,2017-08-02T14:25:35Z,-0.46082,51.47596,0,24,1,0
e52f7fd,2017-08-02T13:33:03Z,-0.45937,51.46634,0,32,1,0
e51ab21,2017-08-02T12:59:06Z,5.80722,52.9732,38000,388,0,0
e52d310,2017-08-02T13:04:34Z,1.91806,51.90547,26575,311,0,-832
e525890,2017-08-02T13:04:34Z,1.962,50.04597,38000,448,0,-64
e52ed5a,2017-08-02T13:04:49Z,4.79032,46.66269,36000,452,0,-64
e530374,2017-08-02T13:05:02Z,5.66732,50.9203,26600,383,0,448
e530374,2017-08-02T12:59:46Z,6.24425,51.2315,15675,388,0,2368
e52d7eb,2017-08-02T13:05:24Z,-1.8264,49.10692,33000,448,0,0
e528944,2017-08-02T13:05:43Z,5.28117,48.29284,39975,450,0,-64
e52d678,2017-08-02T13:07:48Z,0.10193,51.15402,12225,257,0,-960
e531347,2017-08-02T13:08:10Z,3.74159,52.12342,24025,301,0,192
e52f7fd,2017-08-02T13:08:26Z,-0.52474,51.64733,12000,237,0,0
e520a5c,2017-08-02T13:34:14Z,-3.58258,51.58067,30925,442,0,-1472
e52cda9,2017-08-02T13:01:02Z,-0.83321,51.08982,13000,303,0,0
e529378,2017-08-02T13:06:01Z,2.1404,51.62852,32050,363,0,-2176
e52c43d,2017-08-02T13:08:44Z,0.52186,51.6735,16000,250,0,0
e52e1fc,2017-08-02T13:08:45Z,2.79135,49.66132,34000,414,0,-64
e51fdbe,2017-08-02T13:09:05Z,-6.50308,51.83267,33000,543,0,0
e531671,2017-08-02T13:34:56Z,-1.11314,52.0103,14975,334,0,0
e52e1fc,2017-08-02T13:34:51Z,0.09754,51.40782,10875,310,0,-512
e52ed5a,2017-08-02T13:35:48Z,2.14111,49.79746,38000,415,0,-64
e52d169,2017-08-02T13:36:11Z,1.28944,51.71443,20200,323,0,-1920
e52e18c,2017-08-02T13:02:54Z,4.399,52.41773,38025,341,0,0
e52e1fc,2017-08-02T13:09:12Z,2.73062,49.69507,33975,413,0,0
e52fe46,2017-08-02T13:09:29Z,-5.28583,53.46794,22950,453,0,1920
e52e883,2017-08-02T13:09:50Z,3.201,48.84279,38000,430,0,-64
e52fe46,2017-08-02T13:36:51Z,-1.11824,52.02548,15250,321,0,-576
e52fe46,2017-08-02T13:03:20Z,-6.40155,53.49322,8900,269,0,2624
e52f449,2017-08-02T13:03:22Z,3.6871,51.19657,36000,377,0,0
e52d169,2017-08-02T13:03:20Z,6.06561,50.1927,34000,404,0,0
e52db9b,2017-08-02T13:03:20Z,3.01984,53.02157,34025,348,0,64
e51e68c,2017-08-02T13:03:44Z,-1.6264,50.66744,21175,414,0,-2048
e51d2a1,2017-08-02T13:08:08Z,0.112,51.5634,12700,279,0,-896
e530374,2017-08-02T13:08:09Z,5.13207,50.92396,29700,435,0,1280
e52eb64,2017-08-02T13:09:48Z,-0.67732,46.26998,34000,444,0,64
e51e68c,2017-08-02T13:10:09Z,-0.82954,51.06428,12650,323,0,-1152
e52d7eb,2017-08-02T13:10:10Z,-1.7169,49.70611,31925,460,0,-1216
e531671,2017-08-02T13:10:10Z,-2.27181,53.35692,0,18,1,0
e52eb64,2017-08-02T13:37:10Z,-1.68936,49.56129,33025,447,0,128
e52cd13,2017-08-02T13:04:01Z,6.01112,51.31282,36050,369,0,-128
e52dabc,2017-08-02T13:04:01Z,0.82798,51.6953,16000,240,0,0
e52d169,2017-08-02T13:04:20Z,5.91882,50.25838,34000,402,0,-64
e52fe46,2017-08-02T13:09:05Z,-5.37372,53.47006,22075,448,0,2368
e52c43d,2017-08-02T13:04:46Z,0.96406,51.70473,17000,251,0,64
e52d631,2017-08-02T13:04:49Z,2.55729,51.53234,31375,402,0,-1216
e51ab21,2017-08-02T13:05:04Z,4.91294,52.62931,38000,390,0,0
e52d678,2017-08-02T13:09:48Z,0.04281,51.29946,10500,274,0,-1088
e520a5c,2017-08-02T13:38:31Z,-2.75536,51.53063,24075,423,0,-1536
e52c43d,2017-08-02T13:10:08Z,0.36708,51.66203,15975,245,0,-256
e52dabc,2017-08-02T13:10:08Z,0.17175,51.64752,14550,234,0,-704
e52d631,2017-08-02T13:10:25Z,1.73318,51.72043,25325,333,0,-1152
e52d310,2017-08-02T13:10:40Z,1.1734,51.71819,19825,307,0,-1216
e52d7eb,2017-08-02T13:39:47Z,-0.01892,51.44632,4800,199,0,-1024
e520a5c,2017-08-02T13:39:46Z,-2.52358,51.52502,22200,410,0,-1600
e52b165,2017-08-02T13:05:45Z,-1.86394,52.60891,28250,392,0,-1792
e52cd13,2017-08-02T13:11:26Z,4.85827,51.49608,36000,359,0,-64
e5259c3,2017-08-02T13:11:42Z,6.81384,50.41499,40000,414,0,0
e52d310,2017-08-02T13:39:50Z,-0.17482,51.46542,3225,131,0,-640
e530d45,2017-08-02T13:40:32Z,-1.06136,51.92568,14425,299,0,-640
e52cda9,2017-08-02T13:06:42Z,-0.27227,51.2949,10000,245,0,-128
e51e2e8,2017-08-02T13:06:42Z,-0.59341,51.7383,8975,273,0,64
e528944,2017-08-02T13:06:42Z,5.10844,48.34703,39975,447,0,-64
e5259c3,2017-08-02T13:06:53Z,7.64404,50.22336,40000,426,0,0
e520a5c,2017-08-02T13:06:53Z,-9.84998,51.55289,39075,564,0,0
e531671,2017-08-02T13:06:54Z,-2.27234,53.3592,0,0,1,0
e52d7eb,2017-08-02T13:11:25Z,-1.70303,49.86592,29350,455,0,-2048
e525890,2017-08-02T13:11:42Z,1.14058,50.62873,26225,365,0,-1792
e51d2a1,2017-08-02T13:12:00Z,0.22805,51.652,9200,210,0,-576
e52ed5a,2017-08-02T13:40:38Z,1.5897,50.19956,33300,407,0,-2048
e531671,2017-08-02T13:40:40Z,-0.53327,51.71618,9375,257,0,-1152
e52e1fc,2017-08-02T13:07:13Z,2.99948,49.54486,34025,417,0,-64
e51e2e8,2017-08-02T13:12:22Z,-0.2243,51.43473,7100,259,0,-1216
e51ab21,2017-08-02T13:12:02Z,3.88299,52.21802,38000,385,0,0
e530374,2017-08-02T13:13:21Z,4.2347,51.14239,34000,413,0,64
e52d678,2017-08-02T13:13:20Z,0.23071,51.315,9000,220,0,-64
e52f449,2017-08-02T13:13:21Z,2.1292,51.61492,31800,370,0,-1408
e52f449,2017-08-02T13:42:06Z,-0.00762,51.4859,4750,161,0,-448
e53115b,2017-08-02T13:08:14Z,-6.24744,53.42192,0,12,1,0
e531671,2017-08-02T13:08:19Z,-2.27228,53.35892,0,13,1,0
e52ed5a,2017-08-02T13:08:46Z,4.4474,47.10104,36000,455,0,0
e52db9b,2017-08-02T13:08:45Z,2.63032,52.55118,30900,363,0,-1472
e51d2a1,2017-08-02T13:09:10Z,0.2472,51.55964,11600,307,0,-1152
e52e18c,2017-08-02T13:09:48Z,3.519,52.06617,38000,336,0,0
e51ab21,2017-08-02T13:09:47Z,4.21868,52.35394,38000,387,0,0
e52b165,2017-08-02T13:10:09Z,-1.4122,52.24124,19600,345,0,-1664
e52ed5a,2017-08-02T13:10:25Z,4.30418,47.28168,36000,430,0,-128
e520a5c,2017-08-02T13:23:52Z,-5.69552,51.7457,33025,468,0,0
e52d169,2017-08-02T13:23:48Z,3.09829,51.4104,34000,380,0,0
e51ab21,2017-08-02T13:24:04Z,2.03545,51.77362,29025,341,0,-2112
e52f7fd,2017-08-02T13:24:32Z,-0.01477,51.54832,5750,185,0,-896
e52fe46,2017-08-02T13:44:28Z,-0.57604,51.64696,10000,204,0,-64
e52dabc,2017-08-02T13:13:57Z,0.33318,51.61057,11925,277,0,-704
e52d310,2017-08-02T13:11:41Z,1.03984,51.70927,18625,297,0,-1216
e52f773,2017-08-02T13:25:31Z,3.6594,49.06318,38000,425,0,0
e52cd13,2017-08-02T13:24:03Z,2.8684,51.78288,35975,367,0,-64
e52cd13,2017-08-02T13:25:59Z,2.56382,51.80402,34175,352,0,-1728
e52d169,2017-08-02T13:26:20Z,2.7015,51.50283,34000,381,0,64
e52d678,2017-08-02T13:24:47Z,-0.1133,51.39508,6625,223,0,-896
e529378,2017-08-02T13:13:21Z,1.11275,51.70888,17875,299,0,-1600
e52d7eb,2017-08-02T13:26:35Z,-0.62714,51.22282,10375,310,0,-960
e52cda9,2017-08-02T13:13:30Z,-0.41251,51.32126,9275,233,0,-1024
e52fe46,2017-08-02T13:27:10Z,-2.07319,52.76762,27000,384,0,0
e52f7fd,2017-08-02T13:26:07Z,-0.05226,51.48421,4525,165,0,-640
e52f7fd,2017-08-02T13:26:17Z,-0.06157,51.48002,4425,164,0,-576
e525890,2017-08-02T13:13:45Z,0.91287,50.77308,22800,351,0,-1728
e52d631,2017-08-02T13:14:00Z,1.24711,51.72402,19725,309,0,-1728
e52cd13,2017-08-02T13:27:40Z,2.29919,51.78928,31375,341,0,-1536
e529378,2017-08-02T13:27:08Z,0.17386,51.64815,9775,236,0,-896
e52eb64,2017-08-02T13:56:14Z,-0.42089,51.31706,12700,323,0,-768
e52d992,2017-08-02T13:28:30Z,0.29693,51.55962,12775,318,0,-896
e52f773,2017-08-02T13:27:28Z,3.4152,49.21802,38000,407,0,-64
e531347,2017-08-02T13:24:02Z,1.69608,51.67448,22147,306,0,-768
e531347,2017-08-02T13:24:46Z,1.5963,51.67175,21597,306,0,-768
e52eb64,2017-08-02T13:24:47Z,-1.22807,48.07306,34000,447,0,0
e52f449,2017-08-02T13:29:00Z,0.19078,51.64903,13875,223,0,-1024
e530374,2017-08-02T13:28:10Z,1.80725,51.705,25825,338,0,-1728
e52f449,2017-08-02T13:57:38Z,-0.45897,51.46748,0,14,1,0
e52d310,2017-08-02T13:25:30Z,0.14854,51.64584,9925,220,0,-576
e52eb64,2017-08-02T13:29:35Z,-1.41483,48.65644,33975,447,0,0
e52d169,2017-08-02T13:29:50Z,2.20016,51.69782,29350,372,0,-1600
e52ed5a,2017-08-02T13:30:07Z,2.57348,49.21214,38025,420,0,0
e525890,2017-08-02T13:26:07Z,0.21768,51.36462,9075,241,0,-896
e52e18c,2017-08-02T13:30:06Z,0.65155,51.69678,15250,266,0,-704
e5259c3,2017-08-02T13:30:32Z,3.67144,51.26788,40000,415,0,0
e52ed5a,2017-08-02T13:30:31Z,2.54517,49.25098,38025,419,0,0
e52dabc,2017-08-02T13:28:47Z,-0.04505,51.4732,4750,165,0,-896
e52dabc,2017-08-02T13:28:59Z,-0.05828,51.46894,4575,165,0,-704
e52f773,2017-08-02T13:29:26Z,3.16819,49.37326,37975,410,0,0
e51e68c,2017-08-02T13:26:35Z,-0.34842,51.38544,8000,233,0,-64
e520a5c,2017-08-02T13:26:34Z,-5.13225,51.71774,33025,467,0,0
e51ab21,2017-08-02T13:29:50Z,1.22552,51.75455,19800,303,0,-1600
e52ed5a,2017-08-02T14:00:00Z,0.16876,51.37272,9000,251,0,0
e52d169,2017-08-02T13:31:14Z,2.00034,51.73293,27275,322,0,-1600
e51ab21,2017-08-02T13:31:35Z,0.99643,51.73028,16600,298,0,-2496
e52e883,2017-08-02T13:30:32Z,1.03398,50.71546,27100,352,0,-1664
e52f773,2017-08-02T13:30:32Z,3.03215,49.45812,38000,412,0,0
e5259c3,2017-08-02T13:31:14Z,3.55782,51.29699,40000,415,0,-64
e52cd13,2017-08-02T13:31:14Z,1.77438,51.75784,25875,317,0,-1600
e52f773,2017-08-02T14:01:12Z,0.23109,51.3365,10000,211,0,0
e530d45,2017-08-02T13:28:30Z,-2.1935,52.92432,33000,374,0,-64
e52e18c,2017-08-02T13:33:00Z,0.34623,51.666,14000,229,0,0
e52d169,2017-08-02T13:32:59Z,1.7495,51.72722,25475,316,0,-1024
e52d631,2017-08-02T13:33:18Z,-0.25558,51.63464,8950,215,0,-256
e52db9b,2017-08-02T13:33:11Z,0.09018,51.6019,12075,235,0,-832
